Timestamp,Score,"I really like this place. However it does suck time like no other place.Somehow evertime you are there for over 2 hrs?I usually try on 60 items to get 1 that fits well, and cry a half dozen times about being fat :(Then I cruise the little kids clothes because the mens clothes are to large for me and the womens are cut weird.One of my boobs is like a 3rd the size of the other so its soo hard to find clothes that dont make me look like a cancer survivor.Anyway, good finds here. Try the clothes on even if it says the size is smaller than you wear. A lot of times it says one size but is really another.My girlfriend bought 200.00 jeans for 20.00 a piece because it said they were a 24 when they were really a 27.P.S. anyone know where to find some dress vests?The womens ones are too short and make me look like I have flowing love handles and the mens vests are to big in the shoulders and ribs.I think I should try maybe a kids vest? thoughts?","I went in to check out the new drop of denim that the boys at The Phoenicia Association got in and left with a new pair of Naked and Famous Raw Selvedge Denim, Weird Guy cut; and a shirt by Wrath Arcane with the sickest little pocket that drops from your breast to your waist (perfect for my lighter and cigs) with a little zipper at the bottom. Spent a nice chunk of dough but nothing crazy for such a nice combo I can wear to dinner with the parents or to Old Town/Downtown on a Saturday night.","I ordered a grain bowl and received a bowl with only greens and a note that said ""Sorry, we ran out of grains"". Would have appreciated the notice earlier and ordered something else. ",Took my car here for an oil change and somehow I ended up with a flat?! What type of fool was doing my car?? I told the manager about it and he didn't even show any remorse or apologize AT ALL. JEEZ I hope this place goes out of business ,"One of the better places to get some frozen yogurt, and since this is the location closest to my house, we tend to come here more than any other place we have been to so far. There is no indication next to the names of the yogurts what ingredients are in it, so I am docking a star for that. I'm trying to avoid eating eggs as much as I can and it is always helpful when that information is available without having to ask. I have been on the website enough times now to know which flavors have eggs and which don't so its not a problem for me anymore, but for anyone else it would be. But the flavors I have had have all been good. The fruity pebble flavor I had awhile ago actually tasted just like the cereal. It was a fun flavor. The topping bar is a good size. There are fruits, candies, and nuts among other toppings. My husband and I are generally happy with this topping bar. The best thing about this location is on Wednesdays, if you come in wearing pajamas (or something resembling pajamas) you get 50% off your total! Its a great deal. The last time we only paid $5 for the two of us. It gets pretty busy on Wednesdays but its not too bad.",Perfect place for a hot summer day.  Amazing paletas!  Friendly staff and fresh ingredients.  Welcoming environment in downtown Chandler.,"My wife and I decided to take a little vaca to celebrate our 13th anniversary and also was the first time that we were traveling with our 5-month old, so you can imagine we were a little apprehensive. The resort is absolutely top-notch, the rooms are very spacious, the staff is very courteous, and the facilities are simply superb.  Our room overlooked the mountain, and in the morning, it was blissful to sit outside and sip on our cups of joe. The rooms have a microwave and a small fridge, something that was invaluable to us to store milk and warm it up for our little one.  The spa is simply one of the best in the valley, and even if you don't stay here, I would recommend the spa to anyone.  The resort is close to at least 20 golf courses, something that might be important to other golf nuts like me. So then why not 5 stars? Simply because they would not extend the check-out time for us by even an hour.  The check-out is 11 am and our flight was delayed to 8 pm, so when I requested, I was told VERY NICELY, but firmly that it wasn't going to happen.  I've traveled some, and have NEVER been turned down for a late check-out request, ever. Still, a great place to stay, the facilities are top-notch, the staff is very nice, and we had a wonderful time.  Would recommend this to anyone wanting a relaxing, fun experience in the Valley of the Sun.  Cheers.","Wanted to try this place out because it was new and poppin, but they had the worse service possible.. Had to wait an hour for my food and couldnt ever get a waiter to come over to take my order or get extra utensils",Car came back with more dirt than when I left it! I paid for a car wash not for it to look like I just took trip on dirt roads. Unbelievable. ,"The caesar salad was underwhelming to say the least, the lettuce was limp and the dressing was way too heavy. Would not recommend. ","My husband and I lucked into one of the best dining experiences in a long time on a recent business trip to AZ. The hummous appetizer was exceptional, as was the ""what's in this steak?"" dish, tender filet wrapped in yukon-gold potatoes (how comforting is THAT?). Nice selection of wine by the glass.  The only disappointment was a dessert referred to as a ""twist on Tiramisu,"" but which bore no resemblance to it at all, with toffee cookie dough ice cream. I'll go back next time in town, but try a different dessert.","I was one of a party of 13 for a birthday party on Saturday night.  Yep, I was odd man out again and in more ways than one as I will note in a bit.  We got started a bit after 7 and first we got our drinks and spent some time chatting and reading the menus.  Most of the folks there had been there several times before.  Everybody but me wanted pizza and wings so I ordered fettuccine Alfredo ($18.95) with salad and garlic knots.  I know it's un American not to be a fan of pizza and wings.  Their antipasta arrived and I sipped on my beer.  Then the pizzas came, then the wings followed by my pasta.  Somehow my order got separated from the rest and I had to ask for my salad and bread which finally came last.  The side salad wasn't earth shattering but was solid and the garlic knots were nice warm pieces of bread.  The pasta was delicious.  I mentioned I was not a fan of pizza or wings but I was coerced in to trying both a pepperoni pizza slice and a couple of Giovanni wings.  Both were really good, the pizza was a thin  crisp in spots crust.  The wings had none of the heat I normally associate with wings.  I had to take some of the pasta and bread home with me.  After dinner there was warm Zepellies and the birthday girl got this huge ice cream/brownie/whipped cream thing which her husband and I finished most of.  If you followed along, you will note I ate a lot of different stuff and I paid for it for several hours afterward.For a large party we got quite good service except for my salad arriving late.  I just had the one beer (25oz) but most of the women were there to get their drink on and amongst them had several different mixed drinks and with one exception (weak) all were done well.This is a big sprawling place with 2 bars and more TVs than I have seen outside of Vegas.  The original space which is sort of set off from the rest of the area has pool tables and darts.  There is a good sized outdoor area too.",Terrible service! I had to wait 30min until my order was taken and then even after my plates were cleared I waited for nearly an hour to get my bill. WILL NOT COME BACK,"Staff was great! Super friendly, got us seated almost right away, and gave excellent recommendations from the menu. ","Not bad, but not my first choice for the area. The staff are friendly and the food is good, but it just feels too much like a man's club. That being said, it is a great place for guys to go for dinner who are really looking for dinner. I think I need more... of something.","I am now a loyal customer of papa johns thanks to pizza hut. Papa Johns is always consistent and friendly and has flavorful pizza.Read my review for pizza hut on val vista/warnerI'm a fan of pizza but this place has some serious quality control issues. Last Saturday I ordered a supreme pizza for pick up. I went to the restaurant and stood at the counter for 10 minutes without being helped. Finally I asked the delivery driver on his way out the door if someone could help. He doesn't say anything to me turns around and sends someone out to help me. The cashier doesn't greet me or apologize for the wait just asks for my name. I get my pizza and go home open the box and take a slice out and notice its completely doughy, stretchy and not even close to being cooked. I am so pissed now. I call pizza hut and ask to speak to a manager,  I'm then told to hold then the phone call is disconnected. I call back and get the manager Josh this time and tell him the situation. Josh did apologize, I told him there's no way I'm coming back for another pizza or having one delivered covered in spit, I told him I wanted a refund. The manager did refund my money.  I ended up calling Papa John's to order a pizza, the team member was friendly and polite and my pizza arrived in 30 minutes and fully cooked and fresh. Papa John's delivery driver was also very polite and thanked me for my business. I will not being ordering from the Pizza Hut on Val Vista and Warner. Papa John's now has a new loyal customer!","So, Jimmy Woo's. One thing that can't be argued is that they had a great interior decorator, right when I walked in, I loved the vibe. We were seated immediately, and promptly served. The service is excellent and efficient :) We started with the egg rolls as an appetizer which were dee-lish-ous! And I ordered off their fancy drink menu and got a Jimmy Palmer, yum! For entrees, which they serve family style, we got the Shanghai Delight (broccoli, snow peas, and shrimp in a sauce) and the Chinese Braised Short Ribs. It was pretty good food, a little less sauce though on both dishes would have been preferred. The shrimp was cooked alright, and the ribs were very tender with a somewhat smoky taste. Again, if there had been less sauce, I think I would have enjoyed it even more. ","My hubby&I were in for lunch-approx 1:30PM. Was just us and 1 other customer. Ordered tuna salad sandwich&potato salad. Hubby ordered the cheeseburger&fries. Refills on my tea were not fast enough for me,I had to find someone. Hubby loved his burger,Angus I think. My homemade potato salad was not seasoned-loved the texture, but had to add salt&pepper for any flavor. A few ""quotes"" written on the walls was part of the decor. One from the class of the local high school has a misspelled word!!!! ""anticipate"" They put it up last Sept and its still wrong. Everything we ordered came as we asked for;server got it right. We might be back another time.",Dylan's a great guy! Called the plumbing service and they sent them over in a jiffy we had some leaks in our kitchen faucet. wouldnt completely turn off so we weren't sure what to do. dylan came over and immediately new what the probelm was. even gave me a coupon if we ever need his serrvice again,"We came here Sunday morning for a wonderful breakfast. Our server was Colleen. She was very attentive and we had  a great meal. The menu is so extensive with many ,many options. I got Florentine Eggs Benedict and my boyfriend had a fabulous omelet with potatoes and toast. They were both delish!     Their Potatoes are fab!!   The Decor was very nice, and even though they were so busy,we did not wait long at all for our table.  Big parking lot and a nice waiting area as well. We will defiantly come back here soon.","oK, first i broke my promise to myself and went here again, i figured by now things have got to be better. i ordered something that i wouldn't care if it was cold, French Toast. ok so the french toast is good. but it wasn't worth waiting 40 fucking minutes to get it. and on top of it. my friends food was cold again. one of them would rather eat glass then eat at this place so refused to order a cold meal, but since my other friend was paying she said fuck it i'll go.well she ordered toast and some sausage as sides. and my other friend ordered the mish mash, his review of the place is more generious then mine, but he's only been there once and said it wasn't so bad. lol.so anyways toast, soo cold the butter couldn't even melt. and cold sausage to boot. the friend with the mishmash, lol. i saw the bottom of the bowl and it was all a weird watery substance at the bottom. how hard is it to drain poached eggs before dumping them in a bowl?i was going to give palatte 3 stars based on the french toast, but it was hardly warm. i so badly want to like this place cause it's close and Matt's is always packed.can i please get a breakfast place in the roosevelt area that is large enough to seat more then 20 people and serves good breakfast?",Free samples? One dollar churros? Cheap buys? Why not.,"After visiting family in Scottsdale last weekend, hubby and I spent 3 wonderful days at the Boulders Resort in Carefree. We arrived a little tired and stressed; we left tan, relaxed, and rejuvenated.The resort sprawls beneath the boulder formations, but you can walk all over on the paths that are well marked. Our room was spacious and clean, with his and hers sinks in the bathroom, shower, tub, king sized bed, and walk-in closet. We were located near the main lodge, and a brisk walk from El Pedregal and the Golden Door Spa. We made great use of the wonderful fitness center and took a few classes as well- yoga, bosu, and water fitness.We tried both pools during our stay, the spa pool and the main pool. We preferred the tranquility of the spa pool; food and drinks at both locations were exceptional. If you meet Madonna at either pool, ask her to make the ""Madonna Special"" for you. A very refreshing smoothie.During our stay we ate dinner twice at the Spotted Donkey Cantina at El Pedregal- fabulous margaritas shrimp tacos. Our last night we dined at Rusty's Chop House at the golf club. It was a lovely meal on the terrace with a view of the golf course. Every person we ran into was exceptionally friendly and genuine, making the trip even more enjoyable. I hope we return someday!","I heart Sky Harbor Airport Parking...Of course, it's always nice to find a ride to or from the airport but when you're all out of favors and you have only yourself to rely on, it comes down to driving yourself or getting a taxi.  Sky Harbor Parking to the rescue.  For $8 a day or cheaper if you print the coupons from their website, the folks at Sky Harbor Parking make it easy to drop your car and get to your gate in no time... and I've used them a handful of times solo and with the BF so I know it's door-to-door consistent service.  If you are interested in covered parking, call ahead, but otherwise, just drive over to Washington and 40th and they will take care of you from there.  Also, I recommend calling from the airport once you have your bags and they are always good about picking you up within minutes to take you back to your car.I hope you'll find Sky Harbor Airport Parking as useful and convenient as I do... safe travels!",Definitely one of the best barbers on the westside of town. Ely takes his time and makes sure you are satisfied. I have tried a few different barbers around town and this is the best spot by far! I recommend this spot if you're looking for a great and friendly barber!,"Awesome food anyone??? Go check out Modern Steak in Scottsdale, AZ.Gorgeous dining room! Excellent service (with our server Gabe)! And the food was AAAMMMAZZING!It's located at Fashion Mall, but it's NOT a ""mall"" restaurant. A MUST go!"
3/24/2021 0:19:06,,Fake,Real,Real,Real,Real,Fake,Real,Fake,Fake,Fake,Real,Real,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Fake,Real,Real,Fake,Fake
3/24/2021 0:25:41,,Real,Real,Fake,Real,Real,Fake,Real,Real,Real,Fake,Real,Real,Real,Fake,Real,Fake,Real,Fake,Real,Real,Real,Real,Fake,Real,Real,Real
3/24/2021 0:26:54,,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Fake,Fake,Fake,Real,Real,Real,Fake,Real,Fake,Real,Real,Fake,Real,Real,Real
3/24/2021 0:28:01,,Fake,Real,Fake,Fake,Real,Real,Real,Real,Fake,Real,Real,Real,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real
3/24/2021 0:29:33,,Fake,Real,Real,Fake,Real,Fake,Real,Fake,Fake,Real,Fake,Fake,Real,Real,Fake,Fake,Real,Real,Fake,Real,Real,Fake,Real,Real,Real,Fake
3/24/2021 0:34:50,,Fake,Fake,Real,Fake,Real,Fake,Real,Real,Fake,Real,Real,Real,Fake,Fake,Real,Fake,Real,Real,Fake,Fake,Real,Fake,Real,Fake,Real,Fake
3/24/2021 0:38:59,,Fake,Real,Fake,Real,Real,Real,Real,Real,Fake,Real,Fake,Real,Real,Fake,Real,Fake,Fake,Fake,Real,Real,Fake,Real,Fake,Fake,Real,Fake
3/24/2021 0:48:20,,Real,Real,Fake,Real,Real,Fake,Real,Real,Fake,Real,Fake,Fake,Real,Real,Fake,Real,Fake,Real,Fake,Real,Real,Real,Fake,Fake,Real,Real
3/24/2021 1:36:14,,Real,Fake,Fake,Fake,Real,Fake,Real,Real,Fake,Fake,Real,Real,Real,Fake,Real,Real,Real,Real,Fake,Fake,Real,Fake,Real,Real,Real,Fake
3/24/2021 1:38:58,,Fake,Real,Real,Fake,Fake,Real,Fake,Real,Fake,Real,Fake,Fake,Real,Real,Fake,Fake,Real,Fake,Fake,Real,Fake,Fake,Real,Fake,Fake,Real
3/24/2021 2:17:04,,Real,Real,Real,Fake,Real,Real,Fake,Real,Fake,Fake,Real,Real,Real,Real,Real,Fake,Real,Real,Real,Real,Fake,Fake,Real,Fake,Real,Fake
3/24/2021 4:11:04,,Fake,Real,Fake,Fake,Real,Real,Real,Real,Fake,Real,Real,Real,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real
3/24/2021 10:17:22,,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Fake,Fake,Fake,Real,Real,Real,Fake,Real,Fake,Real,Real,Fake,Real,Real,Real
3/27/2021 18:26:36,,Real,Fake,Real,Real,Real,Fake,Real,Real,Fake,Real,Real,Real,Real,Fake,Real,Real,Real,Fake,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake
