Timestamp,Score,"waitress wasn't good with service.mongolian beef dish sucks.fish is just ok.rock bottom is usually pretty good, but this one in scottsdale is not that great.","The greatest community that I've ever been a part of!  Gilbert Crossfit isn't just a place where you can get in the best shape of your life... it is a community of friends that share the same outlook on life, support eachother in everything they do and truly care about one another.  Getting in shape and doing things you never thought possible is just the added benefit of being part of this group. If you are looking to get in shape, live a long healthy life, and have fun with a great group of people... come by Gilbert Crossfit.. You'll never go back to a Globo Gym again!","The short rib gnocchi is a must try, the meat is so soft it just falls off the bone and goes super well with a nice red wine. ","Being new to the Phoenix area we were looking forward to finding a Thai restaurant, since we eat Thai fairly often. Going off of the Yelp reviews, we decided to try Swaddee. We ordered the Tom Ka soup with tofu instead of chicken, and the Pad See-ew with soft tofu, and the veggie rolls (to go). The veggie rolls were tasty and larger than we're used to, which was a nice surprise. The Tom Ka soup was a little more sour than we're used to, but overall still tasty. However, it was almost $11 which we felt was about double what it should have cost. The Pad See-ew was the most disappointing part of the meal. The flavor was fine, nothing special but not bad. However, it was pretty dry and sticky, like you'd expect from a cheap college Thai take-out joint.Overall nothing really stood out. We had high hopes since the meals were on the pricey end for take-out, but we've had far better Thai for half the price. We'll keep looking for a better Thai place to become our local go-to!",Stopped by this place on the way home from work and got takeout. Food was good quality and run by a sweet elderly couple. Would recommend for food or even just good conversation - support your local businesses!,"So like my best friend and I wanted to try this place after seeing it on Instagram, and we were totally impressed. Tiffany was my hair stylist, and she's been at the salon for years. Totally knows what she's doing. I'm so in love with my new hair color, and even while I was sitting around dyeing my hair, she brought out beverages, we talked about life, it was such a great time. Definitely a 5 star rating","Just had an early dinner with the kids tonight (kids eat free from 3-6pm btw).  I had the prime rib and my wife had the fish special, kids had the mac and cheese. All were great meals. The reason to go here is to sit on the patio, it's fantastic!  Not impressed that at 5:30pm I had to valet, when I'm with the family, I'd just rather park and walk (needed to walk off the prime rib and wine anyways!).  This place is not cheap, and with $18 glasses of wine, there is no happy hour at the restaurant!","You have to come here for the pho. Hands down!My boyfriend lives right down the street, so whenever we're hungover, feeling sick, or need our pho fix, we always come here. Sure, we've been to the Noodles Ranch up the way, but we love going to the Saigon Bowl, it's so 'Mom&Pop.'There's almost always no one else there and it looks super out dated. But we don't mind. We understand that Noodles Ranch is pricier than here mainly due to the atmosphere. But it's absolutely perfect if you just want to come in, sit down, guzzle down your pho and drench the meats in sauces and leave on a happy, full stomach while knowing you paid less than $9 bucks.The portions are large, the veggie plate served with herbs, bean sprouts, jalapenos, and limes is pretty standard and of good quality and size.  The timing was just fine (although I've ordered one of their chicken entrees before and waited just a few more minutes longer than ordering the pho) and well worth the satisfaction to follow.I've ordered just about every type of bowl of pho and have never been unhappy. Broth alone isn't anything too strong. It's light enough to have you finish the whole bowl. The meats are perfectly portioned for dipping in the sauces that are at each table and of course, the ending gulps are the most flavorful.I'll always be coming to this place so long as it's in business.","I love their boneless wings! They also have a good burger, but I wouldnt recommend their chimichanga. Good beer and good service.",love love love this place for a second i don't feel like i'm in fakville anymore.  Live music and a diverse crowd.  They make a great infused berry tea smoothie no dairy just juice and ice!  Parking is great and the selection of food is appropriate and divine for a cafe.  Very comfortable and not to image conscious inside!  Love that it's independent and staff is so lovely.  I would pay $10 for a latte just to support them!  Punch card too!,"the pedicure was nice, I will give them that... but lady must have wanted 2 close shop early that day as I told her I wanted a pedi & an acrylic manicure when I first walked in. (She asked another customer to come back the next day while I was getting pedi). Needless to say, I didn't get my acrylic set, and towards the end, I could tell she was 1/2 arsing it... and they were a lil pricey... I mean, really, $5 for taking off my nail polish? I would give this place 1 star, but they did do a good job on the pedicure. not returning here...","The management thanked me profusely for my input on Yelp and graciously invited me to return as a guest to show me the true Latilla Experience. I was told changes have been made because of reading my YELP review.The changes are that dinner portions are more ample than before, the appetizer plate share charge is gone now and I noticed the web site has been updated. This visit showed little resemblance to the service I had last time. A full staff was on with staff working in sync as a team with all the tables not just mine.I was even more blown away with the food than the last time due to perhaps I picked foods that were more suiting to me some highs were-Beet salad- it was similar to others I had in other places but this one also had HOUSE GROWN BEETS ,Riesling soaked pears and the toasted hazelnuts made the salad  pop with flavor. Foraged mushroom rissotto-correctally made with a depth of flavor, it was good on it's own but this had an added embellishment of a SIXTY TWO DEGREE duck egg. Nicely seasoned and prepared fresh branzino sat on top of ribbon cut caponata, an unusual surprise was the vinaigrette and the ribbon cut string less celery that was very good. We also enjoyed the Kobe Flap steak with wine reduction and tiny marble size multi color potatoes and tasty spinach.Since we skipped the interesting desserts last time we had to try one this time and tried the chocolate hazelnut cake with jam-figs and mascarpone gelato this dessert was garnished with a chocolate sort of lavender crisp and roasted hazelnuts. This dessert was something Iron chef worthy for sure with all the flavors working well together.The service we had was phenomenal.The food at Latilla is masterfully done, the surroundings are majestic and breathtaking. The meal we had wasn't ordinary it was extraordinary!","I tried this place because a friend said it was better than our local taco truck, and was not disappointed. Their birria was phenomenal, and the portions were so great for the price! Am definitely going back. ",gnochi here are so marvelous. My tastebuds were on fire with how good the pasta dish was,This was my third time having to contact the restauarant because they got my order wrong. The place wasn't even super busy so I'm not sure why it happens so often. Love the food but the service is subpar.,"The restaurant itself is not fancy and does not have an amazing atmosphere, but I really love the food here. I've eaten in the restaurant a few times and frequently get takeout. I love the Gobi Manchurian, Vegetable Vindaloo, and Special Vegetable Curry. I also like the weekend buffet - it's a great way to try several different things. Delicious!","I've often driven by here, & figured I'd go in & take a look sometime. But I was looking for a clock-mini-speaker system that I use with my iPhone 4.  When I had my 3G, I had a very bad experience where I was assured that a particular clock-mini-speakers I bought would work with it - but all it had was a cheap plastic adapter that the 3G kept falling out of - & then they gave me a hard time about a refund.This time, I was again getting either glib reassurances & non-specific information, ""sorry out of stock""s, or  NO OPEN floor samples I could look at, at 3 other stores (including the big A Store with a lot of Jobs), not to mention conflicting info on Amazon & upon Googling.  So I thought to go into the iStore. Boy, was I pleasantly surprised! They had open, plugged in items that I could actually test my iPhone 4 in to make sure it worked. Even better, I began chatting with the guys there about various other iPhone &  MacBook Pro issues, & found they had FAR more knowledge about BOTH the phone & it's peripherals and MacBook Pro's (and HONESTY about them) than I ever got from the ""really-really-smart"" folks at the Big-A-Store-with-Jobs who will promise you anything. So, I would definitely go back there for honest advice & I would certainly bring in anything that needed warranty service.  They also have a pretty nice selection of peripherals and better yet, they know WHAT WORKS WITH WHAT!",sooo prettyyy! the aesthetics are top tier! its like THE place to go for taking cute insta pics but the coffee is just alright,"Whenever you want a refreshing drink, go to Tea Infusion.  (+ positive, - negative, -/+ neutral)+ Comfy tables and chairs.  It's a bit like a coffee joint, a place to sit, relax, and talk with friends.+ The tea selection is AMAZING.  I don't drink too much tea myself, but I know my friends like it.  They have fresh tea in boxes and have a very large assortment.+ You can do so much to your drink.  Blend, ice, hot, boba.  I like to get smoothies (they also put green tea in their smoothies) with boba.  It's delicious.- Location.  A place like this should NOT be sandwiched between stores in a crappy mall.  It would be better in a shopping center, away from Tempe Marketplace.-/+ Food is alright.  If you're looking for a snack, good, but if you're looking for a decent sands","great service, efficient bartender, the place was packed and he flew around that place serving brewski's nonstop...awesome outdoor patio and great view of camelback...happy to see this little gem and will be back",This place was great... Well as great as a doctors visit can be.  They called us (my son was the patient)  back within 5 minutes and immediately saw a doctor.  She was kind and took her time - asked a lot of questions and did not hastily diagnose and fully explained to us what was going on with my son's health.,"As I revealed in a previous review, my family loves InnSuites. This location is nestled in the Squaw Peak Mountain Preserve, close to the prestigious Biltmore area, and offers easy access to downtown Phoenix, Scottsdale and the Camelback corporate corridor. InnSuites offers comfotable, clean rooms for a very rasonable price. And as with all of the InnSuites locations, the Northern location includes amenities such as free social hour and free hot breakfast with eggs, potatoes, waffles, toast, cereal, yogurt, fruit, coffee, milk & juices. There isn't really much within walking distance at this location, so either plan to hang around the pool a lot or you'll need to have a car.",Went by this morning to grab a few donuts.  The real star was the glazed cinnamon twist; pretty perfect if you ask me.  Also had a chocolate glazed cruller and an old fashioned donut (I think they might be sour cream).  GET THE CINNAMON TWIST!,"Got really bad food poisoning after trying the ceviche here the other day, but would still recommend their other entrees. ","Someburros comes from the same family as the longtime South Phoenix staple ""Ponchos"". However, Someburros has somehow managed to take the family business to a whole another level! I've been to several different Someburros and they all consistently have good food, service and atmosphere. My favorites include the Green Chile Burro enchilada style and the tacos. The beans and rice are always moist and better than that you get free chips and salsa with your meal. I like how the atmosphere is more Mexican-American but the food is definitely authentic!  If you hate a crowd avoid Lunch hours like the plague. If you are in a hurry you can also call your order in ahead of time and pick it up through the drive through take out window."
3/24/2021 9:42:31,,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real
3/24/2021 10:27:07,,Real,Fake,Fake,Real,Real,Fake,Real,Fake,Real,Real,Real,Real,Real,Fake,Real,Real,Real,Real,Fake,Fake,Real,Fake,Real,Fake,Real
3/24/2021 15:02:30,,Real,Fake,Real,Real,Real,Fake,Real,Real,Fake,Real,Real,Fake,Real,Fake,Real,Real,Real,Fake,Fake,Real,Fake,Fake,Real,Real,Fake
3/24/2021 15:19:23,,Real,Real,Real,Real,Real,Fake,Fake,Real,Fake,Real,Real,Fake,Real,Real,Real,Real,Real,Fake,Real,Real,Fake,Real,Real,Fake,Real
3/24/2021 18:15:39,,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real
3/24/2021 18:58:54,,Fake,Fake,Real,Real,Real,Fake,Real,Real,Real,Fake,Real,Real,Real,Real,Real,Real,Fake,Fake,Real,Real,Real,Fake,Real,Fake,Fake
3/24/2021 19:03:07,,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Fake,Real,Real,Fake,Real,Real,Real,Real,Fake,Real,Real,Real,Real,Real,Real
3/25/2021 14:19:33,,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Fake,Real,Fake,Real,Real,Real,Real,Fake,Real,Real,Real,Real,Fake,Real,Real,Fake
3/25/2021 14:22:53,,Fake,Real,Fake,Real,Real,Real,Real,Real,Fake,Real,Real,Real,Real,Fake,Real,Fake,Real,Real,Fake,Real,Real,Fake,Real,Real,Real
3/25/2021 14:27:47,,Real,Fake,Real,Real,Real,Real,Real,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Real,Real,Fake,Real,Fake,Fake,Real,Fake,Fake
3/25/2021 23:46:24,,Fake,Fake,Real,Real,Real,Real,Real,Real,Fake,Fake,Real,Fake,Real,Fake,Real,Real,Real,Real,Real,Real,Fake,Fake,Real,Real,Fake
